                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                   1.65,                 2.7362,                 1.8781,                0.33714,                0.29358,                0.21455,                0.10843,                 1.5617,                  2.531,                 1.8601,                  6e-05,                  6e-05,                  6e-05
